text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
delivery person toorude not ready give parcel on my behalf,logistics,0,0,3,behaviour,0,3,2
excellent service bank staff,logistics,2,2,4,fallback_support,2,1,0
delivered on correct time,logistics,2,2,4,fallback_support,2,1,0
delivery agent rude behaviour on cod order,logistics,0,0,3,behaviour,0,3,2
smooth nre account opening experience appreciated,logistics,2,2,4,fallback_support,2,1,0
because my watch mush scratch,logistics,0,0,4,fallback_support,1,0,1
delivery not done no call received,logistics,0,0,3,behaviour,1,0,2
thank you for delivery,logistics,2,2,4,fallback_support,2,1,0
delivered on expected date,logistics,1,1,4,fallback_support,1,0,0
uncoloured old looking product,logistics,0,0,4,fallback_support,1,0,1
delivery person good polite service,logistics,2,2,4,fallback_support,2,1,0
not delivered to me,logistics,1,0,4,fallback_support,0,0,0
delivery denied home address,logistics,0,0,4,fallback_support,1,0,1
havent receive any thing till now,logistics,0,0,4,fallback_support,1,0,1
not delivered had to pick up,logistics,0,0,4,fallback_support,0,3,2
timely systematic delivery,logistics,2,2,4,fallback_support,2,1,0
package tampered and torn delivery person refused to take responsibility,logistics,0,0,2,damage_lost,0,4,3
exchange requested return order,logistics,1,1,7,refund,1,0,0
fraud service cheated me,logistics,0,0,4,fallback_support,1,4,3
worst delivery service,logistics,0,0,4,fallback_support,0,3,2
need return,logistics,1,1,7,refund,1,0,0
delivery failed last day no response,logistics,0,0,0,delay,0,3,2
thank you,logistics,2,2,4,fallback_support,2,1,0
service centre behaviour not satisfactory,logistics,0,0,3,behaviour,1,0,2
manoj pal,logistics,1,1,4,fallback_support,1,0,0
consignment not yet deliver but status delivered,logistics,1,1,5,tracking,1,0,1
name of delivered person incorrect unprofessional,logistics,0,0,3,behaviour,0,3,2
delivery awesome recommend others,logistics,2,2,4,fallback_support,2,1,0
parcel reached on time,logistics,2,2,4,fallback_support,2,1,0
delivery delayed followup needed,logistics,1,0,0,delay,0,2,2
received wrong product instead of ordered item,logistics,0,0,4,fallback_support,0,3,2
worst service did not respond to calls delivered to someone else address,logistics,0,0,4,support,0,3,2
staff rude communication complaint,logistics,1,0,3,behaviour,0,3,2
delivery system should include call feature,logistics,1,1,4,support,1,0,0
do not receive parcel please check my parcel,logistics,0,0,4,fallback_support,1,0,1
Employees are polite,logistics,1,1,4,fallback_support,2,0,0
prior call before delivery requested,logistics,1,1,4,support,1,0,0
glass case missing,logistics,0,0,4,fallback_support,0,3,2
fake product vermi compost received instead of herbicide,logistics,1,1,4,fallback_support,0,0,0
self recived parcel,logistics,1,1,4,fallback_support,1,0,0
service not good,logistics,0,0,4,fallback_support,2,1,1
delivery boy commented about future visits,logistics,1,1,4,fallback_support,1,0,0
very nice nature best behaviour verryverrygood parsan,logistics,2,2,3,behaviour,2,1,0
delivery staff left parcel with security without calling,logistics,0,0,4,support,1,0,1
delivery boy did not call second attempt but delivery fast,logistics,2,2,3,behaviour,2,1,0
item not delivered yet,logistics,1,0,0,delay,0,0,1
jewellery missing in product,logistics,1,0,4,fallback_support,0,0,0
parcel delivered to wrong location and not received,logistics,0,0,2,damage_lost,0,4,3
very poor service local dealer delayed delivery excessively,logistics,0,0,0,delay,0,3,2
loan amount extra finance query,logistics,1,1,4,support,1,0,0
he do not deliver parcel mehe take my otp tell me that give you but run away from there without handle parcel,logistics,1,1,4,fallback_support,1,0,0
product not delivered according to address,logistics,0,0,4,fallback_support,0,3,2
smiley delivery person fast delivery,logistics,2,2,4,fallback_support,2,1,0
courier marked delivered but not delivered,logistics,0,0,4,fallback_support,0,3,2
fraud delivery reported,logistics,0,0,4,fallback_support,1,4,3
my parcel not deliver me,logistics,0,0,4,fallback_support,1,0,1
delivery person asked me to come outside society,logistics,1,1,4,fallback_support,1,0,0
item not delivered no call received,logistics,0,0,3,behaviour,0,3,2
unknown person received parcel please update,logistics,0,0,1,wrong_delivery,0,3,2
great service delivery in time,logistics,2,2,4,fallback_support,2,1,0
delivery promised november but delayed,logistics,0,0,0,delay,0,3,2
best service overall,logistics,1,1,4,fallback_support,1,0,0
do not get delivery,logistics,0,0,4,fallback_support,1,0,1
identity verification needed for correct delivery,logistics,1,1,4,fallback_support,1,0,0
fantastic service get my parcel day before delivery date,logistics,1,1,4,fallback_support,1,0,0
delivery guy refused due to stairs,logistics,0,0,4,fallback_support,1,0,1
delivery date changed customer support unresponsive,logistics,1,1,4,support,1,0,0
random text feedback,logistics,1,1,6,pricing,1,0,0
return karma ahe,logistics,1,1,7,refund,1,0,0
still not received package,logistics,0,0,2,damage_lost,0,4,3
professional response improved,logistics,1,1,4,fallback_support,2,0,0
delivery person should be reachable after call,logistics,1,1,4,support,1,0,0
need delivery associate contact number,logistics,1,1,4,support,1,0,0
delivery agent threatened order cancellation,logistics,1,1,3,behaviour,1,0,0
received wrong clothing item,logistics,1,0,4,fallback_support,0,0,0
thanks for good service,logistics,2,2,4,fallback_support,2,1,0
fake and dirty product delivered lost my money no exchange option,logistics,0,0,2,damage_lost,0,4,3
please inform before delivery,logistics,1,1,4,fallback_support,1,0,0
delivery completed in november,logistics,1,1,4,fallback_support,1,0,0
never ordered this product money taken from my wife,logistics,0,0,4,fallback_support,1,0,1
cheque book not delivered,logistics,1,0,4,fallback_support,0,0,0
very good service thanks,logistics,2,2,4,fallback_support,2,1,0
very poor delivery,logistics,0,0,4,fallback_support,0,3,2
bekar hai,logistics,1,1,4,fallback_support,1,0,0
product color mismatch quality poor return requested,logistics,0,0,7,refund,0,4,3
parcel delivered four days late very poor service,logistics,0,0,0,delay,0,3,2
like better,logistics,1,1,4,fallback_support,1,0,0
credit card not delivered,logistics,0,0,4,fallback_support,0,3,2
very good service bluedart,logistics,2,2,4,fallback_support,2,1,0
im not receive document kindly confirm once check dilivery satus,logistics,1,1,4,fallback_support,1,0,0
user friendly account opening process appreciated,logistics,2,2,4,fallback_support,2,1,0
well service,logistics,1,1,4,fallback_support,1,0,0
for kms delivery it take day,logistics,1,1,4,fallback_support,1,0,0
delivery box compromised suspect replacement,logistics,0,0,7,refund,0,4,3
where is my parcel,logistics,1,1,5,tracking,1,0,1
thank you,logistics,1,2,4,fallback_support,2,0,0
reliable service always,logistics,2,2,4,fallback_support,2,1,0
delivery boy rude shouted and threatened customer,logistics,0,0,3,behaviour,0,3,2
need loan amount and interest details,logistics,1,1,4,fallback_support,1,0,0
wrong perfume delivered,logistics,0,0,4,fallback_support,0,3,2
return product request,logistics,1,1,7,refund,1,0,0
delivery completed on promised date,logistics,1,1,4,fallback_support,1,0,0
delivery person threw parcel without informing unacceptable behaviour,logistics,0,0,3,behaviour,1,0,2
return order requested,logistics,1,1,7,refund,1,0,0
wrong product received return needed,logistics,0,0,7,refund,0,4,3
very delay in delivery do not recommend,logistics,0,0,0,delay,0,3,2
item returned without contact system issue,logistics,0,0,7,refund,0,4,3
unclear charges after purchase,logistics,1,2,4,fallback_support,1,0,0
not received order,logistics,0,0,2,damage_lost,0,4,3
delay for three days with false tracking info,logistics,1,0,0,delay,0,2,2
no delivery yet,logistics,1,1,0,delay,1,0,1
okk,logistics,1,1,4,fallback_support,1,0,0
product application not working,logistics,1,1,4,fallback_support,1,0,0
no delivery information provided,logistics,1,1,4,fallback_support,1,0,0
helpful,logistics,1,1,4,fallback_support,2,0,0
staff rude behaviour,logistics,0,0,3,behaviour,0,3,2
polite staff,logistics,1,1,4,fallback_support,2,0,0
thank you for order,logistics,2,2,4,fallback_support,2,1,0
delivery person kind polite deliver doorstep,logistics,1,1,4,fallback_support,2,0,0
excellent job keep it up,logistics,2,2,4,fallback_support,2,1,0
order cancelled without call marked failed,logistics,0,0,4,support,1,0,1
shipment not delivered fake status fraud,logistics,0,0,4,fallback_support,0,4,3
delivery should happen on scheduled date,logistics,1,1,4,fallback_support,1,0,0
bad product every receive it scame,logistics,0,0,4,fallback_support,0,4,3
message timing of visit,logistics,1,1,4,fallback_support,1,0,0
didnt receive any material,logistics,0,0,4,fallback_support,1,0,1
good courier service,logistics,2,2,4,fallback_support,2,1,0
delivery executive excellent but system issue,logistics,2,0,4,fallback_support,0,1,0
delivery experience extremely slow and disappointing,logistics,0,0,4,fallback_support,1,0,1
self pickup required from hub,logistics,1,1,4,fallback_support,1,0,0
order not deliver mark a deliver,logistics,1,1,4,fallback_support,1,0,0
service behaviour very disappointing request you kindly monitor their performance,logistics,0,0,3,behaviour,1,0,2
delivery not on time,logistics,0,0,0,delay,1,0,0
yyyhh,logistics,1,1,4,fallback_support,1,0,0
very good,logistics,2,2,4,fallback_support,2,1,0
excellent banking app and features,logistics,2,2,4,fallback_support,2,1,0
dont want product,logistics,0,0,4,fallback_support,1,0,1
kyc not completed after multiple attempts,logistics,1,1,4,fallback_support,1,0,0
best delivery service,logistics,2,2,4,fallback_support,2,1,0
status shows delivered but not delivered,logistics,1,0,4,fallback_support,0,0,0
outstanding,logistics,2,2,4,fallback_support,2,1,0
extreme late delivery,logistics,0,0,0,delay,0,3,2
not receive my parcel,logistics,0,0,4,fallback_support,1,0,1
minimum balance account feedback,logistics,1,1,6,pricing,1,0,0
fred hua mere sath,logistics,1,1,4,fallback_support,1,0,0
parcel long time wait deliver,logistics,0,0,4,fallback_support,1,0,1
wonderful delivery partner,logistics,2,2,4,fallback_support,2,1,0
wrong shipment delivered,logistics,0,0,4,fallback_support,0,3,2
delivery tagged refused without attempt,logistics,0,0,4,fallback_support,1,0,1
didnt receive my parcel,logistics,0,0,4,fallback_support,1,0,1
excellent service keep it up,logistics,2,2,4,fallback_support,2,1,0
fake consignee unavailable mark without attempt,logistics,0,0,4,fallback_support,0,3,2
delivery person kept parcel at wrong place while I was not present,logistics,0,0,1,wrong_delivery,0,3,2
order cancellation requested,logistics,0,0,4,fallback_support,1,0,1
better communication and promptness needed,logistics,2,2,4,fallback_support,2,1,0
horrible delivery otp do come delivery person say come next day didnt come have go centre pick it up,logistics,0,0,4,fallback_support,1,0,1
delivery attempt marked without calling,logistics,0,0,4,support,1,0,1
wrong colour delivered exchange requested,logistics,1,0,7,refund,0,0,0
best regard,logistics,1,1,4,fallback_support,1,0,0
prompt delivery package not damaged,logistics,1,0,2,damage_lost,0,3,3
delivery time very late day,logistics,0,0,0,delay,0,3,2
local service unavailable issue,logistics,0,0,4,fallback_support,0,3,2
good behaviour and best service,logistics,2,2,3,behaviour,2,1,0
wrong order delivered please return,logistics,0,0,7,refund,0,4,3
package not yet delivered,logistics,1,1,4,fallback_support,1,0,0
delivery service fast and good,logistics,2,2,4,fallback_support,2,1,0
very very good,logistics,2,2,4,fallback_support,2,1,0
already your service good,logistics,2,2,4,fallback_support,2,1,0
delivery marked complete but product not received,logistics,0,0,2,damage_lost,0,4,3
product quality very poor,logistics,0,0,4,fallback_support,0,3,2
not received any delivery,logistics,1,1,2,damage_lost,0,0,0
service great,logistics,2,2,4,fallback_support,2,1,0
delivery person handed parcel to shop,logistics,1,1,4,fallback_support,1,0,0
very good quality,logistics,2,2,4,fallback_support,2,1,0
awesome experience,logistics,2,2,4,fallback_support,2,1,0
display delivery agent phone number,logistics,1,1,4,fallback_support,1,0,0
very good work,logistics,2,2,4,fallback_support,2,1,0
pathetic pickup process,logistics,0,0,4,fallback_support,1,0,1
left at door very poor service,logistics,0,0,4,fallback_support,0,3,2
expected delivery date very poor,logistics,0,0,4,fallback_support,0,3,2
delivery status timing mismatch,logistics,1,1,4,fallback_support,1,0,0
didnt receive product or call but marked delivered,logistics,1,1,4,support,1,0,0
delivery boy behavior very nice,logistics,2,2,3,behaviour,2,1,0
item not deliver me,logistics,1,1,4,fallback_support,1,0,0
thank you bluedart,logistics,2,2,4,fallback_support,2,1,0
status delivered but not received,logistics,1,1,2,damage_lost,0,0,0
not received my package,logistics,0,0,2,damage_lost,0,4,3
good delivery boy ajit kumar khatua good blue dart express limit very fast delivery company,logistics,2,2,4,fallback_support,2,1,0
marked delivered but not received urgent,logistics,0,0,2,damage_lost,0,4,3
day delivery update,logistics,1,1,4,fallback_support,1,0,0
super delivery,logistics,2,2,4,fallback_support,2,1,0
good service good behaviour,logistics,2,2,3,behaviour,2,1,0
good behaviour,logistics,1,2,3,behaviour,2,1,0
fit issue product slightly large,logistics,1,0,4,fallback_support,0,0,0
delivery person rude raised voice,logistics,0,0,3,behaviour,0,3,2
delivery executive said address incorrect falsely,logistics,1,1,4,fallback_support,0,0,0
your delivery boy doesnt deliver parcel at address enter false msg that consignee not there even no phone call do for that,logistics,0,0,4,support,1,0,1
very nice service good behavior of delivery man timely service,logistics,2,2,3,behaviour,2,1,0
