text,industry,sentiment,customer_intent,primary_aspect,aspect_sentiment,emotion,priority
i am holding a salary account from bank of baroda more than years there is no hidden charges in this bank they have not provide an option to maintain a minimum balance i am using mobile app and net banking both are user friendly to access atm and branch services are good also near to reach them directly,banking,2,2,7,1,4,0
i am not getting an alert message from canara bank whenever i do a transaction from their end so they need to provide better option to the customer to check the account balance details i use to visit branch and get good response from their end i am holding a saving account for the past years,banking,0,1,9,2,4,0
i maintain my salary cum saving account with hdfc bank for more than a year no need to maintain a minimum balance account so far there is no any hidden charges i can do transaction upto k i use mobile app and net banking service both are good on time i get alert message from bank for each transaction,banking,2,2,3,2,6,0
i am using karur vysya bank saving account for the past years onlyi will receive email as well as message alert and customer service is also good on this bank if i contact them for any query giving good response and banking service is much comfortable i am happy with the service as well,banking,2,2,3,2,5,0
canara bank has a very good app and also internet banking is very user friendly this is a salary cums savings no need to maintain a minimum balance if i withdrawal cash or done shopping i am getting alert messages from bank end and they given me a domestic debit card,banking,2,2,7,1,4,0
i am maintaining minimum balance of rs gst for axis bank savings account and debit card since years i am holding this account apart from this there is no hidden charges this bank has a good customer service and the rate of interest was nominal,banking,2,2,7,1,4,0
i am keeping minimum balance of rs for united bank of india since years i am using this savings account and they given a domestic debit card this bank has a good application and their service was fine atm facilities is not good which is not nearby my place,banking,1,3,7,1,4,0
last years i have been using the salary account from yes bank and its a hassle free account to use they are not taking any hidden charges once i called the customer care for the debit card purpose and the response was good there is no extra charges for fund transfer like imps and neft their mobile banking service need to be improved,banking,1,1,7,1,4,0
for cash withdrawal i am getting instantly alert messages from indian bank some times due to software problem i am unable to get messages since years i am using this account so no need to maintain minimum balance atm facilities are near and debit card charges are applicable,banking,1,1,7,0,4,0
sbi has a very good application since i am using this savings account more than years no need to maintain minimum balance because this is a salary comes savings account for cash withdrawal and all i am getting instantly alert text i am not getting any offer message from bank and their service was good,banking,2,2,3,2,6,0
i have opened the savings account from tnsc bank because its undertaken by state government i need to maintain a minimum balance of rs i have never applied the facility of mobile app and net banking bank response is good they have taken almost days to sent the debit card and cheque book to my residential address,banking,1,5,7,1,4,0
years before i have chosen my standard chartered bank savings account earlier it was my salary account after that i have converted in savings account i dont need to maintain any minimum balance its best bank but branches are not available like other banks anyway i dont feel its big issue because all the facilities are available on their app and net banking,banking,2,1,3,0,4,0
more than years i have been using the salary account from hdfc bank i went to their branch for cash deposit or withdrawal and the response is good its a zero balance maintenance account their internet banking facility and mobile app is user friendly they dont charge me any hidden charges there is charge of rs for imps transactions,banking,2,2,3,2,6,0
before years i have opened the salary account with state bank of india bank account is convenient to use they have given me a zero balance account i went to their branch for getting a passbook and to get a atm card as well and the response is okay we have a branch which is a cashless one so branch was not crowded,banking,2,6,7,1,4,0
its going to be years since im using the savings account from kotak mahindra bank because i like their service and my salary also getting credited to this account im fine with the net banking and mobile app facility i just visited the branch once for changing my mobile number and their service is very good in their branch also,banking,2,2,2,1,4,0
when compared to earlier now sbi is providing good service i have been holding this account for more than years and which have opened for my personal use no need to maintain a minimum balance account the branch service is fine and near from my home to reach,banking,2,2,8,1,6,0
using my savings account with hdfc bank for almost years i am maintaining a minimum balance of rs which is mandatory even though its a salary account sometimes im facing a issue like they are charging me a high amount if im not maintaining the balance i can find the branches in all the places,banking,1,1,8,0,4,0
canara bank before i was using as salary account but after shifting my company cannot use this account for further and i am yet to convert into saving account i am holding account for past years there is sms charge applicable of rupees which is nominal atm charge is rupees i am using both mobile app and net banking are user friendly to access,banking,1,0,7,1,4,0
i am holding salary account with hdfc past year since its salary account no need to maintain a minimum balance amount i can do transaction of times if exceed atm charges of rupees mobile app is not user friendly and i am facing server issue the customer service is not good in response,banking,0,1,7,0,1,3
i have been using an account as saving in dena bank for past years need to maintain a minimum amount of k if not some charges are applicable many times i visit branches their service is good i am not using mobile app and net banking service yet i get offers message often,banking,1,3,3,2,4,1
i am holding a savings account for my personal need in hdfc bank for more than years there is no hidden charges in this bank need to maintain a minimum balance amount of k in account if not charges are applicable of rupees plus gst i am using net banking and it is user friendly to access,banking,1,3,3,1,4,1
i am holding saving account from corporation bank past years need to maintain a minimum balance of rupees if not some charge would be applicable atm and branches service are good i do get alert message on time for each transaction but there are not sending any offers message,banking,1,5,7,1,4,0
recently i opened a saving account from kotak bank on last december and i need to maintain a minimum amount of k it is online saving account with nominal charges of atm and branchs are near from my home so far i got times offer messages from their end,banking,2,3,7,1,4,0
my savings account was chosen in axis bank and i have opened the account in the year of it was my previous company salary account after that i have converted into savings account its a zero balance account to use branch response was good and the staffs are very helpful i find the branches and atms in almost all the places,banking,2,2,7,1,4,0
years ago i have opened the salary account from hdfc and it was offered by my company i dont need to maintain any minimum balance its very good use the net banking facility i have visited their branch and the response is good the branch is not that much crowded only drawback is i can do only limited transaction from other bank atm,banking,1,5,7,1,4,0
