text,sentiment,customer_intent,primary_aspect,aspect_flag
wm not polite,0,0,3,behaviour
worst service no call forced office pickup,1,0,3,behaviour
didnt receive coruier mark deliver,1,1,4,fallback_support
delivery agent behaviour not satisfactory,0,0,4,fallback_support
friendly helpful,2,2,4,fallback_support
fraud ordered flash drive received mobile cover,0,0,4,fallback_support
fake delivery status consignee unavailable,0,0,5,tracking
very bad,0,0,4,fallback_support
delivery experience terrible,0,0,4,fallback_support
delivery staff misbehaved while delivering documents,0,0,3,behaviour
return parcel requested,1,1,4,fallback_support
parcel undelivered,0,0,4,fallback_support
delivery agent drunk and spamming calls,0,0,4,support
no door delivery in some areas please improve,1,1,4,fallback_support
transparent reason for non delivery required,1,1,4,fallback_support
atm card received but google services not working please call,1,1,4,support
parcel not received after long wait,0,0,2,damage_lost
delivery person very polite and professional,2,2,4,fallback_support
delivery agent fake premise closed remark,0,0,4,fallback_support
delivery partner rude and unprofessional strict action required,0,0,3,behaviour
xyz,1,1,4,fallback_support
delivery guy good,2,2,4,fallback_support
colour slightly different but acceptable,1,1,4,fallback_support
Pathetic Delivery person Beeresh entered my society,1,1,4,fallback_support
delivered to wrong name person,1,0,1,wrong_delivery
false customer not available update extremely disappointing,0,0,4,fallback_support
late delivery wrong tracking updates no attempt,0,0,0,delay
parcel not received,0,0,2,damage_lost
smartwatch battery poor,0,0,4,fallback_support
delivery boy very friendly and polite,2,2,4,fallback_support
have to self collect parcel,1,1,4,fallback_support
awesome fast service,2,2,4,fallback_support
plz how return this order,1,1,4,fallback_support
not so good,0,0,4,fallback_support
fraud saaalee,0,0,4,fallback_support
delivery delayed without contact details,0,0,0,delay
timely delivery satisfactory behaviour,2,2,4,fallback_support
really appreciate service,2,2,4,fallback_support
delivery boy did not come to deliver parcel and kept updating false status,0,0,4,fallback_support
delivery too much delayed,0,0,0,delay
fast and good delivery service,2,2,4,fallback_support
please take back product havent receive it,1,1,4,fallback_support
need customer helpline number,1,1,4,support
he ask for delevery message dont know why,1,1,4,fallback_support
never received courier only delivery message received,1,1,2,damage_lost
bad delivery experience,0,0,4,fallback_support
please update track id with otp,1,1,5,tracking
live tracking needed,1,1,5,tracking
delivery staff rude elderly harassment,0,0,3,behaviour
box broken,1,1,2,damage_lost
not single delivery agent call on provided delivery number not try deliver home address there simply update a address not find in portal it very frustruting for u locate your courier office go there collect parcel it good we itself start delivery work rather than give high repute company like dhl,1,2,4,support
wrong picture used for delivery proof,0,0,4,fallback_support
Pl Take care and give preference to senior citizen,1,1,4,fallback_support
convenient doorstep delivery,2,2,4,fallback_support
delivery marked completed but delivered to wrong address,0,0,1,wrong_delivery
quick delivery thanks,2,2,4,fallback_support
had to pick order from store not delivered,0,0,4,fallback_support
average experience not good,0,0,4,fallback_support
false delivery report without attempt,0,0,4,fallback_support
hr late delivery,1,0,0,delay
add contact number and prior intimation system,1,1,4,support
delivery person gave missed call asked otp before reaching then disappeared,0,0,4,support
false address updates no calls,0,0,3,behaviour
delivery late by one day,1,0,0,delay
reduce average monthly balance request,1,1,4,fallback_support
no response from delivery office,1,1,4,support
packet opened and damaged,1,0,2,damage_lost
worst delivery agent,0,0,4,fallback_support
deliver correct product,1,1,4,fallback_support
Very bad experience app crashed during VKYC repeatedly,0,0,4,fallback_support
very bad pathetic service,0,0,4,fallback_support
on time courteous delivery staff,2,2,4,fallback_support
good l,1,2,4,fallback_support
size not fit want exchange,1,1,4,fallback_support
no delivery attempt while at home,0,0,4,fallback_support
happy with service,1,2,4,fallback_support
wrong product received fraud website,0,0,4,fallback_support
refused exact delivery location,1,1,4,fallback_support
had to collect parcel from hub far away customer care did not help,0,0,4,support
need call or message before delivery,1,1,4,support
not received any shipment,0,0,2,damage_lost
fake delivery attempt no contact made,0,0,4,support
delivery boy behaved well,2,2,4,fallback_support
delivery far from address poor service,0,0,4,fallback_support
already best service,2,2,4,fallback_support
Overall good experience,2,2,4,fallback_support
unable to deliver item on time,0,0,4,fallback_support
resolve complaints faster,1,1,4,support
good banking service,2,2,4,fallback_support
order not received yet,1,1,2,damage_lost
excellent behaviour and performance,2,2,4,fallback_support
good service with good behaviour,2,2,4,fallback_support
no delivery attempt false house not found remark,0,0,4,fallback_support
early delivery very happy,2,2,4,fallback_support
want return jeans,1,1,4,fallback_support
delivery never attempted at address,0,0,4,fallback_support
your service excellent thank you,2,2,4,fallback_support
satisfied with delivery,2,2,4,fallback_support
delivery time very late,0,0,0,delay
packaging was not good,0,0,4,fallback_support
need better order tracking details,1,1,5,tracking
very poor delayed delivery,0,0,0,delay
very fast service happy with bluedart,2,2,4,fallback_support
everything good packing and time management excellent,2,2,4,fallback_support
delivery person refused to go to first floor and could not understand address,0,0,4,fallback_support
Very rude and unprofessional delivery person- Ashish Chowdhury.,0,0,3,behaviour
package returned without visiting house marked shifted debit card risk,0,0,4,fallback_support
delivery person polite patient satisfied,2,2,4,fallback_support
item delivered promptly after confirmation,2,2,4,fallback_support
failed delivery had to go depot,0,0,4,fallback_support
not delivered to home address collected from store,1,0,4,fallback_support
thik hai,1,1,4,fallback_support
delivery person asked me to collect parcel otherwise postponed delivery,0,0,4,fallback_support
best agent,2,2,4,fallback_support
please share tentative delivery time in advance,1,1,4,fallback_support
poor service by delivery guy,0,0,4,fallback_support
delivery marked refused without attempt,1,1,4,fallback_support
behaviour of delivery boy not good,0,0,4,fallback_support
do not buy product quality poor,0,0,4,fallback_support
amazing hassle free delivery cooperative agent,2,2,4,fallback_support
bad product delivered,0,0,4,fallback_support
parcel delivered to wrong person wrong address,0,0,1,wrong_delivery
very slow delivery service,0,0,4,fallback_support
forced hub pickup despite address availability,0,0,4,fallback_support
my courier delivery do wrong personi didnt receive my courier,0,0,4,fallback_support
please give delivery guy proper phone,1,1,4,fallback_support
wrong item received please return,0,0,4,fallback_support
irrelevant message,1,1,4,fallback_support
your delivery service was very late,0,0,0,delay
product not received fraud without otp,1,1,2,damage_lost
delivery date missed expected earlier delivery,1,1,4,fallback_support
received order near location on time,2,2,4,fallback_support
product quality poor,1,1,4,fallback_support
have go warehouse collect product,1,1,4,fallback_support
recipient verification not done,1,1,4,fallback_support
do not receive my parcel yet,0,0,4,fallback_support
did not receive my order and no call received,0,0,3,behaviour
excellent delivery service,2,2,4,fallback_support
very happy,2,2,4,fallback_support
delivery boy decent requested advance contact,1,1,4,support
delivery person behaved rudely with housewife,0,0,3,behaviour
parcel not received for a week had to collect from office,0,0,2,damage_lost
good fast service,2,2,4,fallback_support
delivery took extra day,1,1,4,fallback_support
appreciate prompt delivery kind associate,2,2,4,fallback_support
goed wark,1,1,4,fallback_support
my last credit card dilevery very bad,0,0,4,fallback_support
blue dart best service provider,2,2,4,fallback_support
very poor service language and behaviour unacceptable,1,1,4,fallback_support
Good service provided,2,2,4,fallback_support
parcel delivered without my knowledge,0,0,4,fallback_support
call at time of delivery requested,1,1,4,support
ok recommend,1,1,4,fallback_support
delivery partner uncooperative,0,0,4,fallback_support
Not satisfied due to customer care service representative not pick the phone,0,0,4,support
provide delivery contact number in sms,1,1,4,support
delivery product different which order,1,1,4,fallback_support
courier marked delivered without delivery unacceptable,0,0,4,fallback_support
box squished inside,1,1,4,fallback_support
product not working charging issue,0,0,4,fallback_support
return requested,1,1,4,fallback_support
no suggestion as of now,1,1,4,fallback_support
delivery should be to mentioned address only,1,1,4,fallback_support
very accurate delivery,1,1,4,fallback_support
duplicate parcel fraud,0,0,4,fallback_support
did not come on scheduled day,1,1,4,fallback_support
not get shipment,1,1,4,fallback_support
delivery agent phone number needed,1,1,4,fallback_support
excellent account opening support,2,2,4,support
tracking info not updated properly,0,0,5,tracking
No,1,1,4,fallback_support
