text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority,primary_aspect_name
get message delivery out but not receive any article please check out with delivery person contact me below number mobi,logistics,1,1,7,support,1,0,0,service_quality
delivery person talked rudely and asked me to collect consignment from different location,logistics,0,0,4,tracking,0,3,2,tracking_updates
delivery mishandling package disappointed,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery wrongly marked attempted no call parcel broken,logistics,0,0,5,damage_lost,0,4,3,damaged_package
delivered after promised date,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery not attempted,logistics,0,0,0,delay,0,3,2,delivery_failures
repeated false missed delivery reports,logistics,0,0,7,fallback_support,1,0,1,service_quality
need local bluedart office to reduce delivery issues,logistics,1,0,7,fallback_support,0,0,0,service_quality
screen monitor damaged on arrival,logistics,1,0,5,damage_lost,0,3,3,damaged_package
exchange requested wrong product,logistics,1,0,7,refund,0,0,0,service_quality
delivery representative verified identity before handover,logistics,1,1,7,fallback_support,1,0,0,service_quality
order white colour you sent black,logistics,1,1,7,fallback_support,1,0,0,service_quality
provide good service,logistics,2,2,7,fallback_support,2,1,0,service_quality
superb performance,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery boy behaviour very good,logistics,2,2,7,behaviour,2,1,0,service_quality
do not receive any parcel,logistics,0,0,7,fallback_support,1,0,1,service_quality
G,logistics,1,1,7,fallback_support,1,0,0,service_quality
return facility missing need seller details,logistics,1,0,7,refund,0,0,0,service_quality
good experience opening account with IDFC,logistics,2,2,7,fallback_support,2,1,0,service_quality
service not good in my area,logistics,0,0,7,fallback_support,2,1,1,service_quality
tracking auto refresh suggestion,logistics,1,1,4,tracking,1,0,1,tracking_updates
damage screen monitor received,logistics,1,0,7,damage_lost,1,0,0,service_quality
card available from th november at bluedart ramnagar kota raipur office,logistics,1,1,7,fallback_support,1,0,0,service_quality
received wrong items from box,logistics,0,0,7,fallback_support,0,3,2,service_quality
very poor quality,logistics,0,0,7,fallback_support,0,3,2,service_quality
one of worst logistics false updates,logistics,0,0,7,fallback_support,0,3,2,service_quality
excellent experience overall,logistics,2,2,7,fallback_support,2,1,0,service_quality
otp based delivery appreciated,logistics,2,2,7,fallback_support,2,1,0,service_quality
fantastic delivery experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
good timing management,logistics,2,2,7,fallback_support,2,1,0,service_quality
"Order not received, delivery agent asked for OTP but order was not delivered",logistics,0,0,0,damage_lost,0,4,3,delivery_failures
good product and good delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
not received parcel,logistics,0,0,7,damage_lost,0,4,3,service_quality
want to return order,logistics,1,1,7,refund,1,0,0,service_quality
delivery person unprofessional,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
Everything is fine,logistics,2,2,7,fallback_support,2,1,0,service_quality
think delivery process can improve by sharing agent contact and time slot,logistics,1,1,7,support,1,0,0,service_quality
home delivery not provided had to collect from office,logistics,1,1,7,fallback_support,1,0,0,service_quality
receive by my brother not my husband,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivered to wrong address,logistics,0,0,1,wrong_delivery,0,3,2,wrong_delivery
delivery boy behaviour acceptable,logistics,1,1,7,behaviour,1,0,0,service_quality
wrong item handed over after otp,logistics,0,0,7,fallback_support,0,3,2,service_quality
parcel sent to wrong address against instruction,logistics,1,0,1,wrong_delivery,0,0,1,wrong_delivery
poor service,logistics,0,0,7,fallback_support,0,3,2,service_quality
not deliver my order,logistics,0,0,7,fallback_support,1,0,1,service_quality
pincode not serviceable poor handling,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery not at home had to collect from hub,logistics,0,0,7,fallback_support,1,0,1,service_quality
order delivered but not up to mark,logistics,1,1,7,fallback_support,1,0,0,service_quality
prepaid product but delivery person took payment refund required,logistics,0,0,7,refund,0,4,3,service_quality
account opening should be explained better,logistics,1,1,7,fallback_support,1,0,0,service_quality
address guidance unnecessary delivery was perfect,logistics,1,2,7,fallback_support,2,0,0,service_quality
ring not available,logistics,1,1,7,fallback_support,1,0,0,service_quality
shipment delayed multiple times over a week,logistics,0,0,0,delay,0,3,2,delivery_failures
delivery person rude refused upstairs delivery,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
staff cooperative during account opening,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery executive lie,logistics,0,0,7,fallback_support,1,0,1,service_quality
did not like product,logistics,0,0,7,fallback_support,1,0,1,service_quality
super fast one day delivery excellent,logistics,2,2,7,fallback_support,2,1,0,service_quality
nice sarvice,logistics,1,2,7,fallback_support,2,0,0,service_quality
rude language by delivery staff,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
did not receive package unknown receiver,logistics,0,0,7,damage_lost,0,4,3,service_quality
please make sure that courier hand over right person,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery person should call alternate number,logistics,1,1,7,support,1,0,0,service_quality
fast familiar service,logistics,1,1,7,fallback_support,2,0,0,service_quality
packet opening not allowed issue,logistics,0,0,7,fallback_support,0,3,2,service_quality
delivery not attempted at same address,logistics,1,1,0,delay,1,0,1,delivery_failures
fake product replacement requested,logistics,0,0,7,refund,0,4,3,service_quality
good experience with service,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivered within a day thank you,logistics,2,2,7,fallback_support,2,1,0,service_quality
welcome kit not delivered yet marked delivered,logistics,0,0,0,delay,0,3,2,delivery_failures
outstanding support service,logistics,2,2,7,support,2,1,0,service_quality
box damage,logistics,0,0,7,damage_lost,0,4,3,service_quality
service not good staff behaviour bad,logistics,0,0,7,behaviour,0,3,2,service_quality
very satisfy with your work,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery not at our address,logistics,0,0,7,fallback_support,1,0,1,service_quality
did not receive anything,logistics,0,0,7,damage_lost,0,4,3,service_quality
do not receive parcel how can you say it delivered,logistics,0,0,7,fallback_support,1,0,1,service_quality
great communication with delivery person,logistics,2,2,7,fallback_support,2,1,0,service_quality
keep it up,logistics,1,1,7,fallback_support,1,0,0,service_quality
product return,logistics,1,1,7,refund,1,0,0,service_quality
very good delivery person,logistics,2,2,7,fallback_support,2,1,0,service_quality
parcel stuck at center had to collect personally not worth delivery fee,logistics,0,0,7,pricing,0,3,2,service_quality
did not order this item,logistics,0,0,7,fallback_support,1,0,1,service_quality
item not delivered,logistics,1,0,0,fallback_support,0,0,0,delivery_failures
delivery boy unresponsive had to collect from office,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery person rude addressing customer,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
delivery agent polite respectful,logistics,2,2,7,fallback_support,2,1,0,service_quality
IDFC bank service excellent,logistics,2,2,7,fallback_support,2,1,0,service_quality
order never reached me,logistics,1,1,7,fallback_support,1,0,0,service_quality
great delivery service on time,logistics,2,2,7,fallback_support,2,1,0,service_quality
fast delivery good updates,logistics,2,2,7,fallback_support,2,1,0,service_quality
bank shipment returned undelivered,logistics,1,1,7,refund,1,0,0,service_quality
speed delivery of product,logistics,1,1,7,fallback_support,1,0,0,service_quality
please change details,logistics,1,1,7,fallback_support,1,0,0,service_quality
cancel order,logistics,1,1,7,fallback_support,1,0,0,service_quality
reduce delivery charges request,logistics,1,1,7,fallback_support,1,0,0,service_quality
good service,logistics,1,2,7,fallback_support,2,1,0,service_quality
continue same approach,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery agent did not reach exact location,logistics,0,0,7,fallback_support,1,0,1,service_quality
card available from november at bluedart office,logistics,1,1,7,fallback_support,1,0,0,service_quality
timely parcel updates,logistics,1,1,7,fallback_support,2,0,0,service_quality
customer support excellent,logistics,2,2,3,support,2,1,0,customer_support
parcel not received yet,logistics,1,1,7,damage_lost,0,0,0,service_quality
parcel marked delivered but not received,logistics,0,0,7,damage_lost,0,4,3,service_quality
delay without reason for days,logistics,1,0,0,delay,0,2,2,delivery_failures
didnt call before delivery and handed parcel to unknown person,logistics,0,0,7,support,1,0,1,service_quality
transparency needed please call me,logistics,1,1,7,support,1,0,0,service_quality
delivery boy behaved very badly,logistics,0,0,7,fallback_support,0,3,2,service_quality
fraud product received,logistics,0,0,7,fallback_support,1,4,3,service_quality
Yas ,logistics,1,1,7,fallback_support,1,0,0,service_quality
deliver not at time,logistics,1,1,7,fallback_support,1,0,0,service_quality
parcel not received personally,logistics,0,0,7,damage_lost,0,4,3,service_quality
arrogant delivery boy behaviour,logistics,0,0,7,behaviour,1,0,2,service_quality
delivery boy asked me to come outside instead of home,logistics,0,0,7,fallback_support,1,0,1,service_quality
online verification improvement suggestion,logistics,1,1,7,fallback_support,1,0,0,service_quality
product handed to unknown person,logistics,0,0,7,fallback_support,1,0,1,service_quality
on nd attempt,logistics,1,1,7,fallback_support,1,0,0,service_quality
courier service not interested,logistics,0,0,7,fallback_support,1,0,1,service_quality
delivery ok,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery agent attitude very good,logistics,2,2,7,fallback_support,2,1,0,service_quality
expand delivery area,logistics,1,1,7,fallback_support,1,0,0,service_quality
cancelled order still delivered to security,logistics,0,0,7,fallback_support,1,0,1,service_quality
product broken on delivery,logistics,0,0,5,damage_lost,0,4,3,damaged_package
fake parcel received fraud,logistics,0,0,7,fallback_support,0,4,3,service_quality
frustrating slow delivery extremely disappointed,logistics,0,0,7,fallback_support,1,0,1,service_quality
parcel not delivered on time repeated delays delivery boy did not attempt delivery office blamed staff leave,logistics,0,0,0,delay,0,3,2,delivery_failures
didnt receive package my address change,logistics,0,0,7,fallback_support,1,0,1,service_quality
status shows delivered but not delivered,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
into,logistics,1,1,7,fallback_support,1,0,0,service_quality
didnt receive shipment,logistics,0,0,7,fallback_support,1,0,1,service_quality
product change return manipulation issue,logistics,1,0,7,refund,0,0,0,service_quality
excellent service thank you please call recipient before delivery,logistics,2,2,7,support,2,1,0,service_quality
good dealing and service,logistics,2,2,7,fallback_support,2,1,0,service_quality
service of local agent very poor they wait day deliver that too after contact them,logistics,0,0,7,support,0,3,2,service_quality
Ycohxiyxi,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery excellent,logistics,2,2,7,fallback_support,2,1,0,service_quality
Overall all good experience and time consuming process,logistics,2,2,7,fallback_support,2,1,0,service_quality
Coming from ICICI bank my experience has been great while opening the account knowledgeable staff helpful service,logistics,2,2,7,fallback_support,2,1,0,service_quality
parcel not received but delivery message sent,logistics,0,0,7,damage_lost,0,4,3,service_quality
pathetic experience overall,logistics,1,1,7,fallback_support,1,0,0,service_quality
delivery partner very kind and humble,logistics,2,2,7,fallback_support,2,1,0,service_quality
fraud service cheaters,logistics,0,0,7,fallback_support,1,4,3,service_quality
offensive language feedback,logistics,1,1,7,pricing,1,0,0,service_quality
